normal	tumor	MeanDecreaseAccuracy	MeanDecreaseGini	names	raw
1.41120774204966	-0.253526357272991	1.38942503594182	0.0341935483870968	C00065	C00065
1.24710926351988	0.426478981394723	1.36675500766457	0.0829630766871754	C00051	C00051
1.00100150250438	1.38942503594182	1.36232155017094	0.0108231092436975	C02918	C02918
1.6241918355749	0.974653545589924	1.35980979882048	0.109509511993383	C00601	C00601
1.00100150250438	1.37457856297529	1.31339137939344	0.0399181972526624	C00588	C00588
1.41705050316284	1.00100150250438	1.3128642776219	0.0144833333333333	C00002	C00002
1.36692904431769	1.00100150250438	1.2581161384918	0.048773063881423	C00906	C00906
1.7252612186663	0.92797072234167	1.19694309433402	0.0489108418545194	C05512	C05512
1.40275209380409	0.395690223007111	1.18593345121382	0.0812202250206045	C06241	C06241
1.3976941536882	0.972203468478169	1.11663379728379	0.0614604286289296	C00183	C00183
1.73048326707831	-1.00100150250438	1.08021538994083	0.0146446886446886	C00037	C00037
1.09239069129793	0.593520448200477	1.0286244745869	0.13280569259962	C00186	C00186
1.00100150250438	1.00100150250438	1.00100150250438	0.00375	C02220	C02220
0	1.00100150250438	1.00100150250438	0.0335775689223058	C08261	C08261
1.00100150250438	0	1.00100150250438	0.017338420523405	C00486	C00486
0	1.00100150250438	1.00100150250438	0.0102380952380952	C00279	C00279
0	1.00100150250438	1.00100150250438	0.0238273244781784	C00096	C00096
-1.00100150250438	1.31533410441164	1.00100150250438	0.0417668364459536	C00800	C00800
1.00100150250438	0	1.00100150250438	0.00381818181818182	C00152	C00152
0	1.00100150250438	1.00100150250438	0.0141176470588235	C00004	C00004
1.00100150250438	0	1.00100150250438	0.00752280701754386	C00319	C00319
1.00100150250438	0	1.00100150250438	0.0173071895424837	C00632	C00632
1.00100150250438	1.00100150250438	1.00100150250438	0.00738461538461539	C00141	C00141
0	1.00100150250438	1.00100150250438	0.0103636363636364	C00156	C00156
0	1.00100150250438	1.00100150250438	0.0142313725490196	C06104	C06104
1.00100150250438	0	1.00100150250438	0.00371428571428572	C00008	C00008
1.00100150250438	0	1.00100150250438	0.00444444444444445	C01571	C01571
1.00100150250438	1.00100150250438	1.00100150250438	0.00363636363636364	C00386	C00386
1.00100150250438	0	1.00100150250438	0.00376470588235294	C00112	C00112
1.00100150250438	0	1.00100150250438	0.0162698412698413	C00417	C00417
0	1.00100150250438	1.00100150250438	0.00375	C00294	C00294
1.00100150250438	0	1.00100150250438	0.0223267973856209	C02679	C02679
1.00100150250438	0	1.00100150250438	0.00377777777777778	C02990	C02990
0	1.00100150250438	1.00100150250438	0.0174117647058824	C00295	C00295
1.00100150250438	0	1.00100150250438	0.0275773244781784	C00117	C00117
1.00100150250438	0	1.00100150250438	0.00266666666666667	C00021	C00021
1.00100150250438	0	1.00100150250438	0.0244413976116763	C00019	C00019
0	1.00100150250438	1.00100150250438	0.00375	C00245	C00245
0	1.00100150250438	1.00100150250438	0.0219572156196944	C00105	C00105
1.40606442787545	-1.00100150250438	1.00100150250438	0.027031556802244	C02642	C02642
1.00100150250438	1.00100150250438	1.00100150250438	0.0152551319648094	C00385	C00385
1.63736530665978	-0.790572203614649	0.926438225588863	0.0449164247517189	C03242	C03242
1.3976941536882	-0.128038978949756	0.79270718342947	0.032960981632968	C00408	C00408
-1.00100150250438	1.3349327738507	0.631223721406336	0.0537140434833983	C00158	C00158
1.04521379421663	-1.00100150250438	0.58231248721831	0.0196078431372549	C19910	C19910
-1.00100150250438	1.41389939741034	0.531477322065995	0.0246239002932551	C00093	C00093
1.00100150250438	0	0.492529549398917	0.0282755464887302	C00188	C00188
0.828418584918931	-0.17408293127597	0.492217439615001	0.121709698027485	C06178.	C06178 
0.0940729193457544	1.00100150250438	0.486012420692137	0.0245920303605313	C01762	C01762
1.00100150250438	0.359954504625741	0.48113640040894	0.0443663082437276	C00035	C00035
0.156177571144113	0.709656487618783	0.365685103714792	0.0505250384024578	C00429	C00429
1.00100150250438	-1.37021526937856	0.225200094728188	0.0367390029325513	C00078	C00078
0.57754281555789	-1.00100150250438	0.160722097970412	0.0344430107526882	C05385	C05385
