ER-1	ER-2	ER-3	ER-4	ER-5	ER-6	ER-7	ER-8	ER-9	TNBC-1	TNBC-2	TNBC-3	TNBC-4	TNBC-5	TNBC-6	TNBC-7	TNBC-8	TNBC-9	TNBC-10	TNBC-11	TNBC-12	TNBC-13	TNBC-14	TNBC-15	WHIM30-1	WHIM30-2	WHIM30-3	WHIM30-4	WHIM2-1	WHIM2-2	WHIM2-3	
C00149	27.26367222	29.4612967	30.26416138	30.01781329	29.68676901	29.26309211	29.76040103	28.36339006	29.70880124	30.1904414	29.18105604	30.21303471	27.63972723	28.65471395	30.10048188	29.84468209	30.02758682	28.79971528	28.57858877	29.84597702	29.71413437	29.25765751	30.31819283	30.69902656	29.76052438	30.73562702	30.97060449	31.00371805	30.44170399	30.63320631	30.45411439
C05828	26.4722412	20.57019814	21.25936041	22.06638	22.46159541	22.8956228	20.5442954	22.92477796	25.22687034	21.7807723	21.69037009	20.01708701	22.23038512	23.52435593	21.66732795	20.61101934	21.16833755	21.57049241	22.62507125	21.47571095	21.3029667	21.18655234	19.89268926	21.39436941	21.47350869	21.23728228	22.2820342	21.69432347	21.58050865	22.09912373	22.26248598
C04593	23.11661127	23.23968671	23.01071253	24.99009367	23.85777604	25.60779931	22.06813993	22.29723787	24.8946591	22.49630495	23.15552972	22.80935966	22.09778915	21.58782698	24.58063656	24.76712189	23.18475252	21.90628879	22.27356627	23.49872472	22.49644159	23.01872629	23.63792491	26.57673548	22.00951832	22.31388411	22.25030565	22.17512397	22.70440823	24.90705286	24.48124015
C00137	29.2497578	29.33536662	29.69640254	30.79555857	30.51172815	29.73198733	31.24785765	29.62513449	28.43164727	30.57137084	30.30652045	29.97959635	29.16560263	30.01937608	31.13750536	30.04560396	29.87334428	29.50828847	29.5992044	31.9629668	30.0368479	29.9386702	30.86356734	29.94733512	29.72313462	30.62503731	30.72335714	30.72554806	31.23357774	31.04816836	30.68268328
C06424	30.50662676	30.69247199	30.44700203	30.69336434	31.64620468	30.38236688	30.79519578	30.91838205	30.62027963	30.95598941	30.70733293	30.8256275	31.06937703	30.37160509	30.48406545	30.61584365	30.53543368	30.49230356	30.68657578	30.90164068	30.81385139	31.05551808	30.7220842	30.673552	30.28189598	31.51932785	30.76045241	31.08265111	30.01508121	30.77907461	31.58982539
C00437	22.40542826	21.66595495	21.68044289	22.64781753	22.26243989	20.60823252	19.76892473	21.98165006	21.4196912	21.27336553	19.28794818	20.833357	21.36531466	19.53825911	20.01097625	22.15641428	21.32974591	21.6828098	21.05623211	21.30239575	20.09230397	22.35631139	19.79233365	21.78557464	23.01607231	22.49262667	21.33769723	20.8379202	23.21085146	22.77141232	23.67703362
C03406	20.06541681	21.9319926	23.14571568	21.99080002	21.80800247	21.51114832	22.13554543	20.33525991	22.33548893	23.31509425	20.61567054	23.53481815	19.5598832	21.19250563	22.57423602	21.84726776	22.4249722	20.26496016	20.72025421	22.39023639	21.42463106	21.2821773	23.25155715	24.20787058	22.46997073	24.90092269	26.19467009	26.48038294	22.33376889	23.06722582	22.10571361
C03413	20.41625309	18.73118284	20.57368863	20.58713949	21.02824756	21.34442884	20.49819578	19.63129844	21.03520169	22.06850478	20.79988878	23.21561438	20.78618559	20.19442191	21.97216929	21.27963665	23.00286289	19.79300809	19.51136659	24.04446502	22.71672408	23.56104113	23.88391672	20.31780935	22.22781145	23.70971131	24.14106005	24.16785934	24.07716249	25.69673268	25.98681611
C04376	9.965784285	21.61076069	9.965784285	9.965784285	9.965784285	16.96254783	9.965784285	13.60792738	19.9496344	19.03186016	9.965784285	24.2894629	13.22315855	20.49681737	20.28236469	17.8070988	17.7581447	21.17171288	15.13819903	20.86895043	14.3089233	15.44607607	16.10190913	22.89496271	27.69985729	29.68614327	29.41196434	28.96965398	21.21058454	21.17243927	20.55710743
C03793	26.63669601	26.88605568	26.22435766	25.66900176	25.72800481	26.18313154	25.78596994	24.5495313	27.82969691	27.79977725	24.59665582	27.46381025	25.01847237	24.2471686	28.29801809	26.73427047	26.61125504	24.49509941	25.52693495	27.64676451	26.44995041	25.15405639	27.74492539	27.37122208	27.04756794	27.77060025	27.36405278	27.43054877	27.59889379	27.81573757	27.97707245
C01042	24.7656171	27.91777051	26.34936083	27.06045189	27.04999835	30.51700244	27.32634862	26.23982737	30.74277272	30.00425553	26.45196505	26.20311905	24.96580651	26.65025393	30.20688391	29.42100045	26.8826873	25.21214273	27.40157454	30.88179609	25.91772569	27.54277004	30.68860172	27.38829011	26.92778545	28.59901568	28.15662309	28.13786595	30.21097316	30.74388961	30.23862137
C00624	21.36677713	22.84255115	22.35575456	21.15137052	21.7101678	22.9105913	20.43251202	20.2627868	23.95519138	22.80083894	21.65830866	23.67102336	21.48193343	21.31223338	24.33303393	24.01146599	22.94488729	21.33329133	22.75496657	25.35611426	22.86332418	21.95807217	23.59363449	22.74728281	23.20898556	24.37414228	24.15890085	24.24106172	25.02342483	25.1647515	24.47762797
C06241	12.64291024	18.6641405	15.94672853	15.648142	9.965784285	17.21580795	17.05201745	15.97540886	20.35165095	18.80366316	17.22403768	19.43247979	14.62113199	14.87255023	21.43347814	19.28502358	18.30912165	12.69620904	14.15804017	18.87495956	18.79599381	17.02681128	18.96662274	22.5895369	9.965784285	19.86605681	19.35981672	20.09992432	19.54394735	19.77607626	19.41376073
C19910	21.98628666	24.15389378	22.98629855	24.35867749	23.65903445	23.66435975	24.36941228	21.99412666	23.87487064	24.39926478	22.97606404	23.97557738	22.83517127	21.70733654	25.42620374	23.92408707	22.86224086	21.28174474	21.97366478	23.37997312	23.7934138	24.85214626	24.69776968	24.82841755	24.31175596	25.29817978	24.67229511	24.3516296	23.23583772	22.77138461	22.67064913
C00003	23.11155148	25.69444688	25.61346668	25.72215111	26.13463255	25.10813869	24.83236701	24.30513467	25.1922408	25.97353071	24.95066101	23.08642672	23.42993125	22.82093032	22.27186879	24.20764217	24.94925971	24.65431339	24.52926751	25.22034099	25.38741548	25.14306285	26.04087502	21.16235139	25.18257765	25.5361818	25.97846257	25.89763756	25.888149	26.19347334	26.32378385
C00004	18.23588324	22.07326849	21.45218111	22.74009608	22.33030968	21.71308572	22.38665651	18.5715967	21.38702076	22.1499921	20.51676847	22.10495547	17.29827235	16.31509565	21.47390048	22.77961077	22.45176964	19.94637947	19.3423329	23.92109124	22.00275058	22.60626337	23.71880871	21.64982237	23.45420796	24.17304943	24.26776641	24.05689833	22.47182582	23.16354973	22.78326123
C00006	15.36338486	20.00503027	19.3426576	20.4700259	20.24350627	20.14777701	18.63142875	15.96518666	19.44424882	19.92849423	18.94631429	17.39201644	16.37984056	16.62523552	18.680856	20.33546142	18.65723146	19.18305652	18.93124554	19.74841967	18.96462494	19.93004196	21.01005818	17.93630766	19.7111339	17.99791067	19.0533369	19.37305107	19.47924911	18.48465884	19.54712609
C00829	18.70058085	18.95862137	19.11839685	19.84234132	19.56082691	19.25860135	19.37223523	18.94763438	18.07135745	18.16121341	18.02860426	19.0024294	20.86261208	18.21133387	18.7840852	19.56138382	18.29654268	18.87608186	18.15710312	19.0976229	19.11972808	18.21514385	18.49116245	20.49640055	19.40991178	19.64639715	18.92026657	19.3626555	19.46367124	19.65062032	19.84536424
C00438	18.43807384	16.19889087	9.965784285	16.48548651	16.71003104	16.42354664	16.10624578	17.17209774	9.965784285	17.89189303	16.95459307	17.22987885	17.48836154	15.11594119	21.11532918	19.32794935	17.68068146	16.20332976	16.74324733	20.00387739	18.46569866	17.48136627	9.965784285	15.65040094	20.46789349	20.91024238	21.30268475	20.32178017	23.18798612	22.9722123	22.85087103
C00439	22.48276111	22.38120709	25.43351907	23.39477914	21.47701257	22.03467995	21.12772641	20.00054841	22.73763136	23.03863649	19.27715728	21.04688482	21.09870573	18.42997266	21.64842347	20.39713667	21.21241992	18.94961616	20.0301716	21.70994455	21.00133539	20.36999116	21.33910981	20.89603315	23.34833458	24.39139545	24.27950253	24.16301277	20.72923846	21.0328166	21.11896059
C05653	19.76190652	21.04203464	21.15286486	19.13043098	20.71019048	20.32281279	19.30659771	18.68417818	21.3121799	20.1137382	18.36831295	20.80951276	19.73887395	18.58211636	21.85643987	21.05255376	19.32037786	18.44784361	20.23717001	21.15495414	21.88966828	19.3340083	21.13503145	20.84106725	20.63797946	20.25623198	19.44836738	20.19371386	17.45198391	18.81698926	19.3203194
C00153	26.18302062	28.90135337	29.11148581	28.69870219	28.00750548	29.14466943	29.4878095	27.23973747	28.74989995	29.47249636	28.10270335	30.94390766	26.77764459	28.69912911	32.15265777	30.314482	29.21692333	27.26265559	27.69312	29.94448506	29.83390186	28.50522714	30.2930577	31.82361315	28.49504058	29.69029695	29.58806586	30.00713691	29.4066295	30.32788633	29.42440908
C01210	17.53899117	21.14347995	21.57820522	20.37057866	20.60642238	20.21056338	20.1695298	18.45919843	20.25041821	21.94973147	19.29646547	19.78081978	18.0729569	17.99796948	22.84532727	20.68617959	20.15845894	19.17304381	19.2895715	23.15056271	20.13338766	20.45147137	21.79836382	21.45683607	20.2873465	21.45609005	21.60565425	21.39180665	21.68564129	21.75706749	21.25816315
C01026	25.8139894	22.57732868	23.43550041	22.88979654	22.70302049	23.66112077	23.28488899	22.72435519	23.39306945	23.20556547	22.68496864	23.04568093	22.88276906	22.26198247	23.5307683	22.72270066	22.69376625	22.65000652	22.73439166	23.92259414	22.39695612	22.87756463	22.17874491	22.40804518	24.61594842	24.40325864	23.98550331	23.56464321	24.1883522	24.28439464	24.1148694
C01601	28.3781175	28.86452741	27.67225142	27.00528569	27.58408711	27.61479457	25.74745556	25.72544067	26.15430746	25.6702835	26.02493414	25.14295397	26.36612793	25.57652814	25.37494988	25.88403492	25.17850157	25.86957507	26.42716361	24.58714222	25.56783825	26.28538385	25.5728465	25.66391399	26.44301295	26.25401325	26.72641027	27.75104995	26.87736235	27.14516876	28.04388719
C02305	22.42279946	25.51224613	24.14447302	24.3566672	24.52059655	22.98638318	24.15611339	24.15096808	23.87159597	20.39199305	23.18615601	18.08730926	22.44437651	22.45235505	18.73289839	23.08877272	21.72279304	23.82065355	23.75644392	20.79120394	21.57723383	23.35685083	20.45543527	20.59543444	22.93628413	22.80612318	25.34232683	25.76548519	25.90468985	25.73871259	26.66468635
C02571	30.21498323	32.21319984	32.11465701	31.91898299	31.7938516	31.15971376	31.15895343	30.33298013	31.37705551	31.72332103	31.0430337	31.15788487	29.95231486	30.74602823	32.00354009	31.45117682	31.2162034	31.02233005	30.99455964	31.99238386	31.38161552	31.42770346	31.66062213	31.39961331	31.61717049	32.43239312	32.00268257	31.98552041	31.43033283	31.32047031	30.95520934
C02838	23.91325608	25.73082583	24.69127789	25.28705997	26.14545269	23.99708191	23.14630639	23.90931416	25.81504972	25.68783525	24.19010823	24.07072442	21.65287928	23.08635485	23.74292404	24.16715567	25.01587446	24.38734685	23.84113725	23.8166796	25.26684179	24.15600277	23.84801117	23.14360963	24.9888817	25.32840003	24.57561278	24.82401926	25.52781295	24.44773728	24.90134885
C00712	32.17158038	30.22631654	30.87848523	31.34572777	29.94324458	32.05198001	30.090869	32.69021915	30.22399052	32.44568933	32.57121271	33.19119578	32.23288049	33.4058437	31.98100277	31.40552852	30.50071562	33.57118127	31.43771804	31.36873991	29.0133504	31.52331847	32.13238502	31.6816812	30.06749476	28.61911863	28.67196222	29.37946318	32.23836281	30.49933845	31.21324759
C00077	23.39732226	25.00724915	24.59668899	23.84542904	23.05376647	24.09268013	24.54321714	23.9094572	24.56265185	24.01044403	22.63343868	23.9816514	23.7657784	23.48810208	24.37515677	24.11613061	23.68037566	23.52187774	23.33318902	24.41022841	23.56558837	23.463038	24.18480782	23.46592126	27.48911183	25.73614451	25.63693959	25.21446208	24.70328367	25.31185049	25.7259515
C00295	22.63002799	20.69570811	20.88183763	21.44031465	21.40949078	22.07900559	21.04919998	21.80622948	21.23880217	20.77224966	21.93344222	21.60206802	21.94253625	21.73669246	24.43420164	22.52169134	21.88441969	22.021338	22.34359446	22.35680732	21.7835698	21.76718614	23.10333642	23.49136325	22.74438937	23.52444735	22.47028393	22.29176275	23.6748757	24.5401844	24.0868049
C00249	31.77162655	31.41399424	31.17110048	31.22355668	30.20241601	31.50036845	30.46996039	31.75786425	30.52333766	31.27961292	31.62263753	31.82240012	31.29654276	31.6595584	31.05788988	31.286704	30.61043909	31.74784788	30.74492373	31.56228443	30.02505439	31.15605504	31.1136203	31.42888016	30.74247139	29.82380507	29.83572162	30.77266652	31.74075296	30.50693836	31.24243908
C08362	29.50146263	27.32483972	27.52659219	28.2420549	27.39170173	29.13876721	27.33056474	29.01263381	27.44392872	28.44247014	28.5728382	29.52619925	29.47662984	29.16615513	29.90047214	28.58094989	27.44913569	29.94311137	27.64283789	28.31765991	26.25705883	28.42001835	29.17781661	28.80048114	27.90437902	26.39646801	26.34587978	27.07630451	28.74248975	27.69600662	28.18035137
C16537	26.50482048	26.9134448	26.06931888	25.84417108	25.37496412	25.96739002	25.23399553	26.23782734	25.78160361	25.95045374	25.76326391	26.60143741	26.47059283	25.39994459	26.66429581	25.72554565	25.36072762	26.13249582	25.42383375	25.90410889	25.0976107	25.52821482	25.4444624	27.65857715	25.51691111	25.36647243	25.2103311	26.0857626	25.83735008	25.90208394	26.55704751
C11924	22.32996018	21.93700207	25.07389486	25.14695056	25.03640077	23.97911822	22.90591659	24.82793679	24.51146415	23.7099601	22.99213527	22.8589487	22.41584209	22.90605701	23.23611763	24.41364724	23.64340136	24.31362714	23.24363408	21.41128712	24.20438414	24.74425598	21.14606148	23.49783122	23.69779164	22.718713	21.96892166	22.39604009	22.38090897	23.78937424	23.30284909
C02576	21.17359154	21.49852361	21.17136378	21.29299327	20.75476001	20.59351766	20.85485285	20.43178048	20.7905926	20.60562729	20.854165	20.74038787	23.23128041	20.58737846	20.83044168	21.52637617	20.79570585	21.07775818	20.74487312	20.35359271	20.86182206	21.08299607	20.0856625	21.96188323	20.74611083	20.99456561	20.81473547	21.47982669	20.79788258	20.43094648	21.39495661
C00601	19.11072799	21.78028977	21.10576661	20.20234879	20.72100742	21.53448441	20.70917805	20.36325394	21.19852089	21.3192938	20.22848817	21.76688074	20.47679855	19.40083712	21.64427668	20.68361401	21.43452546	20.01786131	19.74263889	21.70627777	21.05371255	20.13423313	21.1783152	21.74148513	21.73868497	21.43509319	21.48414831	21.19391369	21.3243649	21.3022579	21.37597738
C07086	23.87126068	24.69066759	24.22461714	23.73581632	23.01339075	23.71126416	23.15808405	23.04463915	23.88370756	23.69806007	23.9819364	23.42111306	23.7180022	23.35422786	23.27596193	23.8784895	22.9242681	23.49456507	23.53612662	22.83260192	23.60427032	23.52609969	23.86225932	23.58517445	23.01927117	23.33854535	23.67662112	24.61237344	23.65358197	23.68374793	24.56512606
C13482	13.5626145	21.32283274	21.04506988	20.69756405	19.36281402	20.72051262	20.51681919	17.96997036	19.80762912	21.50431166	17.59217662	19.91265212	19.47115386	15.01582245	22.05594202	20.41759291	20.24496586	18.37269082	17.69104409	21.29385554	17.64191118	19.25060447	22.0330247	21.5241072	21.19434658	23.12923107	23.0236616	22.86565473	23.34189037	23.96041875	23.96564317
C00074	19.17871659	24.47069201	21.60878785	22.28338372	20.94579194	22.33076471	22.04554659	21.66016645	21.61139317	21.28609022	21.53115165	22.96158229	21.43018188	23.63484545	20.60122509	22.44106313	23.21659771	20.14594931	20.91410987	20.27995315	22.11885853	20.58254052	21.04444208	23.93586705	21.65383013	21.13544843	21.22777047	21.78618217	22.4446038	22.65548544	22.67848893
C01607	21.17668713	22.27473556	21.65300564	22.24510826	21.69743305	22.00790924	21.24933557	22.69764337	19.85593644	23.24439153	21.99987124	24.35289791	22.81401266	22.02205004	21.1912375	21.4629642	23.01169875	24.1054605	21.41894069	21.79306279	20.80596631	22.3150814	22.72358188	22.64958248	23.01982946	21.50553823	20.67161335	21.57409361	23.77779898	21.99694477	23.01036988
C03017	24.86102983	29.91087876	28.33425305	29.29253223	28.08314878	28.2835822	25.83482057	26.47072222	29.11404725	29.49439663	26.39457925	26.67209912	25.00890197	26.79742569	30.40178164	27.85650615	27.13958368	26.03044097	26.74696169	28.5612164	27.48410383	26.45073275	28.80844509	30.89959995	28.5596205	29.73013661	29.6356726	29.58271535	29.74385566	31.08024816	30.62818795
C12449	22.59815286	26.8971214	25.77976923	25.39901078	26.17228196	25.24287536	25.10797808	24.40096014	25.72889288	26.48699503	24.83771216	25.34920722	23.79686645	23.78283781	25.4674666	25.49088755	25.04165955	24.05174278	24.54757726	26.35012891	25.35897289	25.97459379	26.26289974	26.00443182	20.71179335	21.50980582	23.47689273	23.34812203	21.27975077	21.77457	20.37200563
C00250	19.7519164	18.00082429	17.85862397	20.76194968	16.48933751	18.12411781	17.30714491	21.71067909	17.65727154	16.13754839	19.61992957	20.20423926	9.965784285	17.78384761	17.86636632	18.17724592	17.43747787	18.10028391	17.62436334	16.80046763	17.58043066	20.08060218	17.2856234	20.05790541	21.92615043	23.24986632	23.32364675	23.11059283	22.32975597	23.41621265	23.50779346
C00022	26.24167246	26.39785253	24.86521891	24.68577603	24.88702125	23.94053703	24.57961165	25.55076899	25.19289098	23.62338496	24.92702102	23.61125483	25.38723248	23.38902857	23.58258759	24.36487441	23.45088069	24.5901865	25.61661134	23.4577149	23.31099471	23.82752121	23.5233778	22.83552068	23.20889837	23.20957935	23.36310837	23.43464554	24.21852689	23.27636348	23.78051172
C03722	20.74995489	22.49711424	21.22996449	20.04649643	22.90974245	22.45419069	19.6999652	20.75320411	18.58967487	21.78029821	23.76266608	26.3493407	20.84179498	20.69240851	28.78029892	28.16459166	22.80846895	22.61073904	20.7504561	26.34800525	24.65626625	23.80858066	23.35068355	29.3304829	22.43651076	23.46624329	22.09993841	21.93278796	18.70690566	18.31367466	18.03260103
C00255	21.45333386	21.87414988	19.53499699	20.21892357	20.48022562	20.60260836	20.31997964	19.84227699	21.7161982	20.57472271	20.48130904	22.67860479	19.76195334	18.00975753	22.11251802	21.18028275	21.44764081	19.53058583	19.40477516	24.11329484	21.89909257	20.29830549	21.8748802	22.42518063	22.6347959	22.99283672	23.21583242	22.88574067	23.13793901	23.09630286	22.27250456
C00117	22.77410956	26.18737887	26.0364785	26.10901893	24.4377059	24.95130749	26.1490555	23.65028554	26.15368796	27.73267106	24.88780014	27.97011332	24.55351698	24.58368493	27.32510169	27.32299699	26.1645317	24.57720864	23.59269685	24.86823815	26.49227768	25.21943032	25.68890392	27.00819553	25.58571634	25.66690866	25.33878373	25.84535025	25.32505135	26.01179554	25.24124971
C00021	21.35916656	22.70866249	24.4109645	22.19785296	22.51916237	23.72158907	22.79526322	22.87602857	23.80529532	24.11912792	22.37507033	24.18931151	22.2339233	23.92514818	25.04397992	23.67398403	23.46540034	22.95270105	22.01240519	23.59119105	23.51042338	22.50845642	24.50426541	25.18756811	21.73316414	22.7130109	23.18450935	23.36731293	23.2816798	23.63584358	23.43961083
C00019	19.33204729	26.01160944	24.75365408	23.13539781	24.12004366	23.58023839	23.04980327	21.68780717	25.26891281	24.71215043	20.07580177	23.69327951	19.08349786	18.62019403	25.07620704	22.38388629	22.75263147	19.90838154	18.5326792	24.1357102	23.6701569	19.97508405	23.8392396	22.07240677	23.20644163	24.84104418	24.77218544	25.11733416	25.13093012	25.18187759	23.75217734
C00447	12.53962412	21.44162869	16.92262715	17.48356195	9.965784285	19.24989778	16.16768561	9.965784285	9.965784285	21.57807799	15.83363846	21.96470634	9.965784285	14.07281308	24.90078559	22.27230496	19.32666576	17.40935348	9.965784285	21.83836807	18.14709512	15.95659691	22.0842671	25.48270295	19.74539078	21.3862826	21.0188304	21.60844108	18.65941235	19.87890728	18.45785129
C05382	20.56586534	26.08213109	25.60849615	24.93924992	25.87813981	25.78861991	24.45830535	23.45889314	25.24216737	26.1942442	24.34110367	25.5081596	23.69519627	24.27492834	25.70500361	25.71779047	25.55902826	23.87774785	23.28936992	25.03785468	25.00809172	23.65714874	24.78722505	27.69956706	24.84088637	26.17327375	25.91536914	25.91005986	25.44375875	26.49007979	25.6223409
C00670	28.06412583	32.39930223	30.20814045	30.72012276	32.60792553	31.48101479	31.4249388	30.821581	31.98106777	32.22508499	31.14795426	32.61618785	30.14068449	30.80798011	31.3713521	31.44198848	32.14392951	30.80345729	31.26640682	32.74212298	32.48445588	30.60197673	32.24906314	31.51888872	32.70800879	33.40557998	33.53100548	33.48168338	32.75399284	32.96318845	32.63966035
C00319	19.13008252	20.52660114	22.59818035	20.9516964	21.78900029	23.42736748	20.79615017	21.20186458	21.15269098	22.96732663	22.99879533	24.50046062	15.58765061	21.62013723	23.13518973	21.84201633	23.0532914	21.67729152	20.46079073	22.34167693	22.01039091	21.42928515	22.05724406	22.20025398	21.85133538	21.14806426	20.77883037	21.03761598	21.18930531	21.08899491	22.35723842
C01530	27.9473722	28.91510811	28.94752565	28.85425	28.20751145	29.37344146	28.63654301	29.3448962	28.05722531	29.24074728	29.11334768	29.73314926	28.17761377	29.14937517	28.78788371	29.15310131	28.93856149	29.70022731	28.62355602	29.51461515	28.44665638	29.26534567	29.25555296	29.44578029	29.3485786	28.30849783	28.12695646	28.8001283	30.50441914	29.29454628	30.07341111
C00042	25.82478061	28.99177917	29.22719416	28.36154777	28.90395634	28.83804003	28.36903028	27.44900534	28.72635786	29.2896074	28.2276802	29.00586466	26.33109832	26.32428286	29.42999801	28.36564856	29.2194396	27.36727269	27.68865552	30.06185632	29.11843041	28.30345215	29.32464073	27.64371329	29.46137203	30.29534798	30.21514264	30.05249297	29.58567471	29.48830649	29.15229975
C11301	14.12265363	9.965784285	15.02317789	15.46563684	18.31739686	16.193097	17.68897709	15.93022074	15.83131944	12.95911084	14.03612595	14.10059779	16.93509933	9.965784285	11.91574496	16.80155666	17.24384512	16.62790564	18.05998668	14.54098284	17.11943753	18.33471711	14.27537436	9.965784285	17.36362825	15.13742759	14.98148179	9.965784285	15.30351892	15.88816581	17.38760545
C00245	29.84477935	32.2573171	32.15784747	31.45308258	31.94474491	32.00933082	32.02794528	30.64269898	32.07345075	31.79605533	31.6010744	31.81791057	29.99490601	30.42839001	32.88036557	32.57600771	31.386101	31.05213319	30.75105294	31.56721896	32.01763114	31.35493058	31.69894648	32.64800086	32.43081771	33.24639752	33.26269784	33.19410887	32.48836657	32.73112401	32.70263127
C05463	19.36807698	14.45247176	17.51646706	20.63194355	21.51611824	18.5741579	20.3517872	24.02979374	18.88819237	17.28281292	21.1197933	15.47294597	19.90363483	15.39446738	9.965784285	20.56605203	16.67989773	9.965784285	18.64105868	17.02996082	16.1108758	19.9618775	16.62013799	18.46764931	20.62624538	19.38714246	20.17215697	19.78392818	17.69509284	19.16472242	20.90078329
C00320	20.75292829	20.82424799	20.68354081	19.12242308	21.65012613	20.9570905	20.31977949	19.53349407	15.53397464	19.79446433	20.48038572	19.34588152	23.86271583	20.3229912	21.86994992	23.66451514	20.3788031	20.43937327	21.8797776	22.31444438	20.98416665	19.98289992	21.91337686	20.81432844	23.16014016	22.06466622	22.0109628	21.86125429	23.61672847	22.22093767	22.33934656
C00214	18.81663426	20.75476302	20.20927096	18.35830707	15.69991452	18.54905851	12.61941622	13.78811868	14.2588126	15.63640997	16.71458349	15.48656433	17.60199745	19.55069951	18.58858142	16.80032004	16.90909093	15.53348916	15.20150193	16.0857269	14.45220378	15.44480222	18.35350449	9.965784285	19.8022875	19.30994313	20.81700895	20.90726113	21.99218066	21.4743313	21.75541161
C00178	21.09668653	22.03685958	22.33107603	20.7167221	19.84569904	20.87379675	19.77362853	19.2903413	19.47993031	20.37563601	19.92404983	21.12509374	20.4774663	21.78921035	22.38120837	19.98934001	20.79860669	19.9587406	19.87913831	22.94658753	20.5369475	19.29561398	21.13406231	19.69852655	22.96257445	22.89325002	23.43865253	23.33303684	23.73666482	23.36292832	23.74134494
C01197	19.34472577	20.22396884	21.51894675	22.06809706	18.72084093	18.45643892	18.14673586	18.39215366	19.72820073	18.51837791	17.4514754	20.53556515	19.56280934	16.31815078	17.87999828	22.28749966	18.06398614	18.87745654	19.13652759	17.83728374	18.72214332	19.75304526	18.21791107	18.5603553	22.42078462	19.92740538	20.55835205	19.53906306	19.96280601	19.65059143	20.45074397
C01104	30.47176125	24.26290393	26.52964721	22.363844	25.79156041	24.60191946	25.71214281	25.0442347	25.68896598	23.40234481	23.20678042	22.57428544	25.16423566	23.66444776	23.9858568	26.27042124	23.3561325	26.11018084	27.01917851	24.75800712	23.38470802	24.05277249	23.64566358	24.56914738	26.25819732	26.36867909	25.41463583	24.95804832	24.79739222	24.73743439	24.94146763
C00015	20.51608811	26.40708197	25.7772298	26.02389181	26.03431599	25.0696309	23.84667747	22.49449614	24.124667	25.38992547	24.08697802	23.80144379	21.44354885	19.53351419	25.2886042	26.27546318	25.29527725	24.82392824	24.23910416	25.54692966	24.09767731	25.20266291	26.70753232	24.01968597	26.96042441	28.14971493	28.53718131	28.14961116	27.64689084	28.62811639	28.80800729
C00190	16.80946239	22.56430865	22.25154331	20.93645027	22.11271929	21.62604836	20.38245601	18.74146222	21.15948368	22.13998547	19.80226359	22.21788501	17.79666606	17.98546002	23.01716843	22.00474588	20.70289703	19.65847968	19.54665679	23.12606754	21.22214847	21.73945091	22.77732646	22.14305139	21.29286371	22.58881033	22.47851338	22.67680002	22.31609217	22.60717447	22.20345345
C00029	22.27870988	26.40879319	25.65275256	25.81534706	26.56896065	25.171278	24.3422923	24.2160922	25.26932483	27.3294961	25.12213189	26.1408691	23.70158599	23.70142179	27.73585067	26.59772824	25.28809761	25.63551039	25.4372182	28.00096934	25.8369469	26.35597046	28.57404846	23.41911418	27.66830287	29.0239779	28.96567657	28.91088501	28.04265919	28.73018623	28.4491028
C00167	18.49298183	23.2841066	23.57505708	24.1633989	23.9932608	24.12106837	21.30001658	20.9183538	23.17016716	24.20273611	21.45601437	24.56554933	20.00392137	19.95955142	24.90634255	25.36733138	22.07887966	22.92558277	22.71586908	26.18213211	22.00631297	24.12168901	26.55917112	25.65271296	25.75696186	26.88542112	26.83174439	26.63097369	27.07878151	26.89030782	26.13206331
C00043	23.54197206	29.45709808	28.57929875	28.21441797	28.82587753	27.95564305	27.28053138	25.37577247	28.34559766	28.3989427	26.75167728	29.01994874	24.89519004	24.45335845	29.85981611	28.96920191	28.1631078	26.47583791	26.83650452	28.73363503	28.11647284	27.66094895	29.60285478	28.51148604	28.76365426	29.62593611	30.01154605	29.8649213	29.09463093	29.52024405	29.45893822
C00105	23.5525066	26.77956536	28.11546012	27.02843567	26.45738873	26.41889011	26.26983093	23.50147642	25.60966315	28.778947	24.92422041	26.12699979	24.3052178	23.94120621	29.15212313	26.83022824	26.4476804	25.87594899	25.68824316	28.77947177	25.8744502	27.77134542	29.18537295	27.2015694	27.51034005	28.82596821	28.62843453	27.9869651	28.99629649	29.72877673	28.98382977
C00106	21.9176063	28.19289774	25.77207735	23.77186221	24.92105613	26.61766824	25.01035522	24.31523227	27.8841427	26.35724956	25.73012694	28.76231587	23.4164207	24.20631558	29.67493668	27.33359015	28.45156648	23.48697922	24.81734178	30.17066316	27.79417684	25.4576259	28.370975	29.4356584	27.92249666	28.83766401	28.68501855	28.50609473	27.54422238	26.77546795	27.08701574
C02642	25.16828805	26.40400749	26.30675535	25.81341272	25.71600842	26.28346967	26.25431591	25.59644556	26.74681473	26.55884631	25.72814034	27.03944633	25.2201804	24.91424037	27.03982006	26.34424093	26.68072809	25.15197184	25.42862033	27.11665063	26.74686936	25.98556819	26.58573184	26.9812346	26.44692472	26.12435844	26.18619273	26.16351511	25.84492077	25.76942854	25.63082361
