type	name	kegg_pathwayid	kegg_pathwayname	kegg_category
gene	NME4	hsa00240	Pyrimidine metabolism	Nucleotide metabolism
gene	NME1	hsa00240	Pyrimidine metabolism	Nucleotide metabolism
gene	NME3	hsa00240	Pyrimidine metabolism	Nucleotide metabolism
gene	NME1-NME2	hsa00240	Pyrimidine metabolism	Nucleotide metabolism
gene	AK9	hsa00240	Pyrimidine metabolism	Nucleotide metabolism
gene	ENTPD3	hsa00240	Pyrimidine metabolism	Nucleotide metabolism
gene	ENTPD8	hsa00240	Pyrimidine metabolism	Nucleotide metabolism
gene	ENTPD1	hsa00240	Pyrimidine metabolism	Nucleotide metabolism
gene	CANT1	hsa00240	Pyrimidine metabolism	Nucleotide metabolism
gene	ENTPD4	hsa00240	Pyrimidine metabolism	Nucleotide metabolism
gene	ENTPD5	hsa00240	Pyrimidine metabolism	Nucleotide metabolism
gene	ENTPD6	hsa00240	Pyrimidine metabolism	Nucleotide metabolism
gene	ENPP1	hsa00240	Pyrimidine metabolism	Nucleotide metabolism
gene	ENPP3	hsa00240	Pyrimidine metabolism	Nucleotide metabolism
gene	ASMTL	hsa00240	Pyrimidine metabolism	Nucleotide metabolism
gene	NUDT2	hsa00240	Pyrimidine metabolism	Nucleotide metabolism
gene	CTPS1	hsa00240	Pyrimidine metabolism	Nucleotide metabolism
gene	CTPS2	hsa00240	Pyrimidine metabolism	Nucleotide metabolism
gene	UCK1	hsa00240	Pyrimidine metabolism	Nucleotide metabolism
gene	UCK2	hsa00240	Pyrimidine metabolism	Nucleotide metabolism
gene	UCKL1	hsa00240	Pyrimidine metabolism	Nucleotide metabolism
gene	NT5C2	hsa00240	Pyrimidine metabolism	Nucleotide metabolism
gene	NT5C1A	hsa00240	Pyrimidine metabolism	Nucleotide metabolism
gene	NT5C1B	hsa00240	Pyrimidine metabolism	Nucleotide metabolism
gene	NT5C	hsa00240	Pyrimidine metabolism	Nucleotide metabolism
gene	NT5M	hsa00240	Pyrimidine metabolism	Nucleotide metabolism
gene	NT5C1B-RDH14	hsa00240	Pyrimidine metabolism	Nucleotide metabolism
gene	NT5DC4	hsa00240	Pyrimidine metabolism	Nucleotide metabolism
gene	NT5E	hsa00240	Pyrimidine metabolism	Nucleotide metabolism
gene	UPP2	hsa00240	Pyrimidine metabolism	Nucleotide metabolism
gene	UPP1	hsa00240	Pyrimidine metabolism	Nucleotide metabolism
gene	NT5C3A	hsa00240	Pyrimidine metabolism	Nucleotide metabolism
gene	NT5C3B	hsa00240	Pyrimidine metabolism	Nucleotide metabolism
gene	CDA	hsa00240	Pyrimidine metabolism	Nucleotide metabolism
gene	RRM1	hsa00240	Pyrimidine metabolism	Nucleotide metabolism
gene	RRM2B	hsa00240	Pyrimidine metabolism	Nucleotide metabolism
gene	RRM2	hsa00240	Pyrimidine metabolism	Nucleotide metabolism
gene	DCTPP1	hsa00240	Pyrimidine metabolism	Nucleotide metabolism
gene	HDDC2	hsa00240	Pyrimidine metabolism	Nucleotide metabolism
gene	DCK	hsa00240	Pyrimidine metabolism	Nucleotide metabolism
gene	DCTD	hsa00240	Pyrimidine metabolism	Nucleotide metabolism
gene	DTYMK	hsa00240	Pyrimidine metabolism	Nucleotide metabolism
gene	DUT	hsa00240	Pyrimidine metabolism	Nucleotide metabolism
gene	TYMP	hsa00240	Pyrimidine metabolism	Nucleotide metabolism
gene	TK2	hsa00240	Pyrimidine metabolism	Nucleotide metabolism
gene	TK1	hsa00240	Pyrimidine metabolism	Nucleotide metabolism
gene	TYMS	hsa00240	Pyrimidine metabolism	Nucleotide metabolism
gene	DPYD	hsa00240	Pyrimidine metabolism	Nucleotide metabolism
gene	DPYS	hsa00240	Pyrimidine metabolism	Nucleotide metabolism
gene	UPB1	hsa00240	Pyrimidine metabolism	Nucleotide metabolism
gene	GOT1	hsa00250	Alanine, aspartate and glutamate metabolism	Amino acid metabolism
gene	GOT1L1	hsa00250	Alanine, aspartate and glutamate metabolism	Amino acid metabolism
gene	GOT2	hsa00250	Alanine, aspartate and glutamate metabolism	Amino acid metabolism
gene	IL4I1	hsa00250	Alanine, aspartate and glutamate metabolism	Amino acid metabolism
gene	DDO	hsa00250	Alanine, aspartate and glutamate metabolism	Amino acid metabolism
gene	ASRGL1	hsa00250	Alanine, aspartate and glutamate metabolism	Amino acid metabolism
gene	ASNS	hsa00250	Alanine, aspartate and glutamate metabolism	Amino acid metabolism
gene	NIT2	hsa00250	Alanine, aspartate and glutamate metabolism	Amino acid metabolism
gene	GPT2	hsa00250	Alanine, aspartate and glutamate metabolism	Amino acid metabolism
gene	GPT	hsa00250	Alanine, aspartate and glutamate metabolism	Amino acid metabolism
gene	AGXT	hsa00250	Alanine, aspartate and glutamate metabolism	Amino acid metabolism
gene	AGXT2	hsa00250	Alanine, aspartate and glutamate metabolism	Amino acid metabolism
gene	ASS1	hsa00250	Alanine, aspartate and glutamate metabolism	Amino acid metabolism
gene	ASL	hsa00250	Alanine, aspartate and glutamate metabolism	Amino acid metabolism
gene	ADSS1	hsa00250	Alanine, aspartate and glutamate metabolism	Amino acid metabolism
gene	ADSS2	hsa00250	Alanine, aspartate and glutamate metabolism	Amino acid metabolism
gene	ADSL	hsa00250	Alanine, aspartate and glutamate metabolism	Amino acid metabolism
gene	NAT8L	hsa00250	Alanine, aspartate and glutamate metabolism	Amino acid metabolism
gene	RIMKLB	hsa00250	Alanine, aspartate and glutamate metabolism	Amino acid metabolism
gene	RIMKLA	hsa00250	Alanine, aspartate and glutamate metabolism	Amino acid metabolism
gene	FOLH1	hsa00250	Alanine, aspartate and glutamate metabolism	Amino acid metabolism
gene	ASPA	hsa00250	Alanine, aspartate and glutamate metabolism	Amino acid metabolism
gene	GAD1	hsa00250	Alanine, aspartate and glutamate metabolism	Amino acid metabolism
gene	GAD2	hsa00250	Alanine, aspartate and glutamate metabolism	Amino acid metabolism
gene	ABAT	hsa00250	Alanine, aspartate and glutamate metabolism	Amino acid metabolism
gene	ALDH5A1	hsa00250	Alanine, aspartate and glutamate metabolism	Amino acid metabolism
gene	GLUD2	hsa00250	Alanine, aspartate and glutamate metabolism	Amino acid metabolism
gene	GLUD1	hsa00250	Alanine, aspartate and glutamate metabolism	Amino acid metabolism
gene	ALDH4A1	hsa00250	Alanine, aspartate and glutamate metabolism	Amino acid metabolism
gene	GLUL	hsa00250	Alanine, aspartate and glutamate metabolism	Amino acid metabolism
gene	CAD	hsa00250	Alanine, aspartate and glutamate metabolism	Amino acid metabolism
gene	GLS2	hsa00250	Alanine, aspartate and glutamate metabolism	Amino acid metabolism
gene	GLS	hsa00250	Alanine, aspartate and glutamate metabolism	Amino acid metabolism
gene	CPS1	hsa00250	Alanine, aspartate and glutamate metabolism	Amino acid metabolism
gene	GFPT2	hsa00250	Alanine, aspartate and glutamate metabolism	Amino acid metabolism
gene	GFPT1	hsa00250	Alanine, aspartate and glutamate metabolism	Amino acid metabolism
gene	PPAT	hsa00250	Alanine, aspartate and glutamate metabolism	Amino acid metabolism
gene	SHMT2	hsa00260	Glycine, serine and threonine metabolism	Amino acid metabolism
gene	SHMT1	hsa00260	Glycine, serine and threonine metabolism	Amino acid metabolism
gene	AGXT	hsa00260	Glycine, serine and threonine metabolism	Amino acid metabolism
gene	GRHPR	hsa00260	Glycine, serine and threonine metabolism	Amino acid metabolism
gene	GLYCTK	hsa00260	Glycine, serine and threonine metabolism	Amino acid metabolism
gene	PGAM1	hsa00260	Glycine, serine and threonine metabolism	Amino acid metabolism
gene	PGAM2	hsa00260	Glycine, serine and threonine metabolism	Amino acid metabolism
gene	PGAM4	hsa00260	Glycine, serine and threonine metabolism	Amino acid metabolism
gene	BPGM	hsa00260	Glycine, serine and threonine metabolism	Amino acid metabolism
gene	PHGDH	hsa00260	Glycine, serine and threonine metabolism	Amino acid metabolism
gene	PSAT1	hsa00260	Glycine, serine and threonine metabolism	Amino acid metabolism
gene	PSPH	hsa00260	Glycine, serine and threonine metabolism	Amino acid metabolism
gene	GCAT	hsa00260	Glycine, serine and threonine metabolism	Amino acid metabolism
gene	ALAS1	hsa00260	Glycine, serine and threonine metabolism	Amino acid metabolism
gene	ALAS2	hsa00260	Glycine, serine and threonine metabolism	Amino acid metabolism
gene	MAOB	hsa00260	Glycine, serine and threonine metabolism	Amino acid metabolism
gene	MAOA	hsa00260	Glycine, serine and threonine metabolism	Amino acid metabolism
gene	AOC3	hsa00260	Glycine, serine and threonine metabolism	Amino acid metabolism
gene	AOC2	hsa00260	Glycine, serine and threonine metabolism	Amino acid metabolism
gene	GLDC	hsa00260	Glycine, serine and threonine metabolism	Amino acid metabolism
gene	AMT	hsa00260	Glycine, serine and threonine metabolism	Amino acid metabolism
gene	DLD	hsa00260	Glycine, serine and threonine metabolism	Amino acid metabolism
gene	GCSH	hsa00260	Glycine, serine and threonine metabolism	Amino acid metabolism
gene	DAO	hsa00260	Glycine, serine and threonine metabolism	Amino acid metabolism
gene	AGXT2	hsa00260	Glycine, serine and threonine metabolism	Amino acid metabolism
gene	GATM	hsa00260	Glycine, serine and threonine metabolism	Amino acid metabolism
gene	GAMT	hsa00260	Glycine, serine and threonine metabolism	Amino acid metabolism
gene	CHDH	hsa00260	Glycine, serine and threonine metabolism	Amino acid metabolism
gene	ALDH7A1	hsa00260	Glycine, serine and threonine metabolism	Amino acid metabolism
gene	BHMT	hsa00260	Glycine, serine and threonine metabolism	Amino acid metabolism
gene	DMGDH	hsa00260	Glycine, serine and threonine metabolism	Amino acid metabolism
gene	PIPOX	hsa00260	Glycine, serine and threonine metabolism	Amino acid metabolism
gene	SARDH	hsa00260	Glycine, serine and threonine metabolism	Amino acid metabolism
gene	GNMT	hsa00260	Glycine, serine and threonine metabolism	Amino acid metabolism
gene	CBS	hsa00260	Glycine, serine and threonine metabolism	Amino acid metabolism
gene	LOC102724560	hsa00260	Glycine, serine and threonine metabolism	Amino acid metabolism
