type	name	kegg_pathwayid	kegg_pathwayname	kegg_category
metabolite	G13026	hsa00515	Mannose type O-glycan biosynthesis	Glycan biosynthesis and metabolism
metabolite	G13027	hsa00515	Mannose type O-glycan biosynthesis	Glycan biosynthesis and metabolism
metabolite	G13028	hsa00515	Mannose type O-glycan biosynthesis	Glycan biosynthesis and metabolism
metabolite	G13082	hsa00515	Mannose type O-glycan biosynthesis	Glycan biosynthesis and metabolism
metabolite	G13083	hsa00515	Mannose type O-glycan biosynthesis	Glycan biosynthesis and metabolism
metabolite	G13084	hsa00515	Mannose type O-glycan biosynthesis	Glycan biosynthesis and metabolism
metabolite	G13085	hsa00515	Mannose type O-glycan biosynthesis	Glycan biosynthesis and metabolism
metabolite	G13086	hsa00515	Mannose type O-glycan biosynthesis	Glycan biosynthesis and metabolism
metabolite	G13087	hsa00515	Mannose type O-glycan biosynthesis	Glycan biosynthesis and metabolism
metabolite	G13088	hsa00515	Mannose type O-glycan biosynthesis	Glycan biosynthesis and metabolism
metabolite	G13089	hsa00515	Mannose type O-glycan biosynthesis	Glycan biosynthesis and metabolism
metabolite	G13090	hsa00515	Mannose type O-glycan biosynthesis	Glycan biosynthesis and metabolism
metabolite	G13091	hsa00515	Mannose type O-glycan biosynthesis	Glycan biosynthesis and metabolism
metabolite	G13092	hsa00515	Mannose type O-glycan biosynthesis	Glycan biosynthesis and metabolism
metabolite	G13093	hsa00515	Mannose type O-glycan biosynthesis	Glycan biosynthesis and metabolism
metabolite	G13094	hsa00515	Mannose type O-glycan biosynthesis	Glycan biosynthesis and metabolism
metabolite	G13095	hsa00515	Mannose type O-glycan biosynthesis	Glycan biosynthesis and metabolism
metabolite	G13096	hsa00515	Mannose type O-glycan biosynthesis	Glycan biosynthesis and metabolism
metabolite	G13097	hsa00515	Mannose type O-glycan biosynthesis	Glycan biosynthesis and metabolism
metabolite	G13098	hsa00515	Mannose type O-glycan biosynthesis	Glycan biosynthesis and metabolism
metabolite	G13099	hsa00515	Mannose type O-glycan biosynthesis	Glycan biosynthesis and metabolism
metabolite	G13100	hsa00515	Mannose type O-glycan biosynthesis	Glycan biosynthesis and metabolism
metabolite	C00053	hsa00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	Glycan biosynthesis and metabolism
metabolite	C00054	hsa00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	Glycan biosynthesis and metabolism
metabolite	C00401	hsa00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	Glycan biosynthesis and metabolism
metabolite	C01490	hsa00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	Glycan biosynthesis and metabolism
metabolite	C02189	hsa00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	Glycan biosynthesis and metabolism
metabolite	G00154	hsa00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	Glycan biosynthesis and metabolism
metabolite	G00155	hsa00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	Glycan biosynthesis and metabolism
metabolite	G00156	hsa00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	Glycan biosynthesis and metabolism
metabolite	G00157	hsa00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	Glycan biosynthesis and metabolism
metabolite	G00158	hsa00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	Glycan biosynthesis and metabolism
metabolite	G00159	hsa00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	Glycan biosynthesis and metabolism
metabolite	G00160	hsa00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	Glycan biosynthesis and metabolism
metabolite	C00033	hsa00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin	Glycan biosynthesis and metabolism
metabolite	C00053	hsa00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin	Glycan biosynthesis and metabolism
metabolite	C00054	hsa00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin	Glycan biosynthesis and metabolism
metabolite	C02189	hsa00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin	Glycan biosynthesis and metabolism
metabolite	G00154	hsa00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin	Glycan biosynthesis and metabolism
metabolite	G00155	hsa00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin	Glycan biosynthesis and metabolism
metabolite	G00156	hsa00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin	Glycan biosynthesis and metabolism
metabolite	G00157	hsa00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin	Glycan biosynthesis and metabolism
metabolite	G00162	hsa00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin	Glycan biosynthesis and metabolism
metabolite	G00163	hsa00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin	Glycan biosynthesis and metabolism
metabolite	G00164	hsa00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin	Glycan biosynthesis and metabolism
metabolite	C00426	hsa00531	Glycosaminoglycan degradation	Glycan biosynthesis and metabolism
metabolite	C00573	hsa00531	Glycosaminoglycan degradation	Glycan biosynthesis and metabolism
metabolite	C00634	hsa00531	Glycosaminoglycan degradation	Glycan biosynthesis and metabolism
metabolite	C00925	hsa00531	Glycosaminoglycan degradation	Glycan biosynthesis and metabolism
metabolite	G00526	hsa00531	Glycosaminoglycan degradation	Glycan biosynthesis and metabolism
metabolite	G00711	hsa00531	Glycosaminoglycan degradation	Glycan biosynthesis and metabolism
metabolite	G00872	hsa00531	Glycosaminoglycan degradation	Glycan biosynthesis and metabolism
metabolite	G01391	hsa00531	Glycosaminoglycan degradation	Glycan biosynthesis and metabolism
metabolite	G01945	hsa00531	Glycosaminoglycan degradation	Glycan biosynthesis and metabolism
metabolite	G01977	hsa00531	Glycosaminoglycan degradation	Glycan biosynthesis and metabolism
metabolite	G02632	hsa00531	Glycosaminoglycan degradation	Glycan biosynthesis and metabolism
metabolite	G09660	hsa00531	Glycosaminoglycan degradation	Glycan biosynthesis and metabolism
metabolite	G10008	hsa00531	Glycosaminoglycan degradation	Glycan biosynthesis and metabolism
metabolite	G10505	hsa00531	Glycosaminoglycan degradation	Glycan biosynthesis and metabolism
metabolite	G12336	hsa00531	Glycosaminoglycan degradation	Glycan biosynthesis and metabolism
metabolite	G13034	hsa00531	Glycosaminoglycan degradation	Glycan biosynthesis and metabolism
metabolite	G13035	hsa00531	Glycosaminoglycan degradation	Glycan biosynthesis and metabolism
metabolite	G13036	hsa00531	Glycosaminoglycan degradation	Glycan biosynthesis and metabolism
metabolite	G13037	hsa00531	Glycosaminoglycan degradation	Glycan biosynthesis and metabolism
metabolite	G13038	hsa00531	Glycosaminoglycan degradation	Glycan biosynthesis and metabolism
metabolite	G13039	hsa00531	Glycosaminoglycan degradation	Glycan biosynthesis and metabolism
metabolite	G13040	hsa00531	Glycosaminoglycan degradation	Glycan biosynthesis and metabolism
metabolite	G13041	hsa00531	Glycosaminoglycan degradation	Glycan biosynthesis and metabolism
metabolite	G13042	hsa00531	Glycosaminoglycan degradation	Glycan biosynthesis and metabolism
metabolite	G13043	hsa00531	Glycosaminoglycan degradation	Glycan biosynthesis and metabolism
metabolite	G13073	hsa00531	Glycosaminoglycan degradation	Glycan biosynthesis and metabolism
metabolite	G13074	hsa00531	Glycosaminoglycan degradation	Glycan biosynthesis and metabolism
metabolite	C00154	hsa00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Glycan biosynthesis and metabolism
metabolite	C00346	hsa00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Glycan biosynthesis and metabolism
metabolite	C00350	hsa00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Glycan biosynthesis and metabolism
metabolite	C01194	hsa00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Glycan biosynthesis and metabolism
metabolite	G00143	hsa00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Glycan biosynthesis and metabolism
metabolite	G00144	hsa00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Glycan biosynthesis and metabolism
metabolite	G00145	hsa00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Glycan biosynthesis and metabolism
metabolite	G00146	hsa00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Glycan biosynthesis and metabolism
metabolite	G00148	hsa00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Glycan biosynthesis and metabolism
metabolite	G00149	hsa00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Glycan biosynthesis and metabolism
metabolite	G10610	hsa00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Glycan biosynthesis and metabolism
metabolite	G10617	hsa00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Glycan biosynthesis and metabolism
metabolite	G12396	hsa00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Glycan biosynthesis and metabolism
metabolite	G13044	hsa00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Glycan biosynthesis and metabolism
metabolite	G13046	hsa00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Glycan biosynthesis and metabolism
metabolite	G13128	hsa00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Glycan biosynthesis and metabolism
metabolite	G13150	hsa00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Glycan biosynthesis and metabolism
metabolite	G13151	hsa00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Glycan biosynthesis and metabolism
metabolite	G13152	hsa00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Glycan biosynthesis and metabolism
metabolite	G00036	hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Glycan biosynthesis and metabolism
metabolite	G00037	hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Glycan biosynthesis and metabolism
metabolite	G00038	hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Glycan biosynthesis and metabolism
metabolite	G00039	hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Glycan biosynthesis and metabolism
metabolite	G00040	hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Glycan biosynthesis and metabolism
metabolite	G00042	hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Glycan biosynthesis and metabolism
metabolite	G00043	hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Glycan biosynthesis and metabolism
metabolite	G00044	hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Glycan biosynthesis and metabolism
metabolite	G00045	hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Glycan biosynthesis and metabolism
metabolite	G00046	hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Glycan biosynthesis and metabolism
metabolite	G00047	hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Glycan biosynthesis and metabolism
metabolite	G00048	hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Glycan biosynthesis and metabolism
metabolite	G00050	hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Glycan biosynthesis and metabolism
metabolite	G00051	hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Glycan biosynthesis and metabolism
metabolite	G00052	hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Glycan biosynthesis and metabolism
metabolite	G00054	hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Glycan biosynthesis and metabolism
metabolite	G00055	hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Glycan biosynthesis and metabolism
metabolite	G00056	hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Glycan biosynthesis and metabolism
metabolite	G00057	hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Glycan biosynthesis and metabolism
metabolite	G00058	hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Glycan biosynthesis and metabolism
metabolite	G00059	hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Glycan biosynthesis and metabolism
metabolite	G00060	hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Glycan biosynthesis and metabolism
metabolite	G00061	hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Glycan biosynthesis and metabolism
metabolite	G00062	hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Glycan biosynthesis and metabolism
metabolite	G00063	hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Glycan biosynthesis and metabolism
metabolite	G00064	hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Glycan biosynthesis and metabolism
metabolite	G00066	hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Glycan biosynthesis and metabolism
metabolite	G00067	hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Glycan biosynthesis and metabolism
metabolite	G00068	hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Glycan biosynthesis and metabolism
metabolite	G00069	hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Glycan biosynthesis and metabolism
metabolite	G00071	hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Glycan biosynthesis and metabolism
metabolite	G00072	hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Glycan biosynthesis and metabolism
metabolite	G00073	hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Glycan biosynthesis and metabolism
metabolite	G00074	hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Glycan biosynthesis and metabolism
metabolite	G00075	hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Glycan biosynthesis and metabolism
metabolite	G00076	hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Glycan biosynthesis and metabolism
metabolite	G00077	hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Glycan biosynthesis and metabolism
metabolite	G00078	hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Glycan biosynthesis and metabolism
metabolite	G00079	hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Glycan biosynthesis and metabolism
metabolite	G00080	hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Glycan biosynthesis and metabolism
metabolite	G00081	hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Glycan biosynthesis and metabolism
metabolite	G00082	hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Glycan biosynthesis and metabolism
metabolite	G00083	hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Glycan biosynthesis and metabolism
metabolite	G00084	hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Glycan biosynthesis and metabolism
metabolite	G00085	hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Glycan biosynthesis and metabolism
metabolite	G00086	hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Glycan biosynthesis and metabolism
metabolite	G00087	hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Glycan biosynthesis and metabolism
metabolite	G00088	hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Glycan biosynthesis and metabolism
metabolite	G00089	hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Glycan biosynthesis and metabolism
metabolite	G00090	hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Glycan biosynthesis and metabolism
metabolite	G00091	hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Glycan biosynthesis and metabolism
metabolite	G00092	hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Glycan biosynthesis and metabolism
metabolite	G00428	hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Glycan biosynthesis and metabolism
metabolite	G00889	hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Glycan biosynthesis and metabolism
metabolite	G00092	hsa00603	Glycosphingolipid biosynthesis - globo and isoglobo series	Glycan biosynthesis and metabolism
metabolite	G00093	hsa00603	Glycosphingolipid biosynthesis - globo and isoglobo series	Glycan biosynthesis and metabolism
metabolite	G00094	hsa00603	Glycosphingolipid biosynthesis - globo and isoglobo series	Glycan biosynthesis and metabolism
metabolite	G00095	hsa00603	Glycosphingolipid biosynthesis - globo and isoglobo series	Glycan biosynthesis and metabolism
metabolite	G00096	hsa00603	Glycosphingolipid biosynthesis - globo and isoglobo series	Glycan biosynthesis and metabolism
metabolite	G00097	hsa00603	Glycosphingolipid biosynthesis - globo and isoglobo series	Glycan biosynthesis and metabolism
metabolite	G00098	hsa00603	Glycosphingolipid biosynthesis - globo and isoglobo series	Glycan biosynthesis and metabolism
metabolite	G00099	hsa00603	Glycosphingolipid biosynthesis - globo and isoglobo series	Glycan biosynthesis and metabolism
metabolite	G00100	hsa00603	Glycosphingolipid biosynthesis - globo and isoglobo series	Glycan biosynthesis and metabolism
metabolite	G00101	hsa00603	Glycosphingolipid biosynthesis - globo and isoglobo series	Glycan biosynthesis and metabolism
metabolite	G00102	hsa00603	Glycosphingolipid biosynthesis - globo and isoglobo series	Glycan biosynthesis and metabolism
metabolite	G00103	hsa00603	Glycosphingolipid biosynthesis - globo and isoglobo series	Glycan biosynthesis and metabolism
metabolite	G00104	hsa00603	Glycosphingolipid biosynthesis - globo and isoglobo series	Glycan biosynthesis and metabolism
metabolite	G00105	hsa00603	Glycosphingolipid biosynthesis - globo and isoglobo series	Glycan biosynthesis and metabolism
metabolite	G00106	hsa00603	Glycosphingolipid biosynthesis - globo and isoglobo series	Glycan biosynthesis and metabolism
metabolite	G00107	hsa00603	Glycosphingolipid biosynthesis - globo and isoglobo series	Glycan biosynthesis and metabolism
metabolite	G00181	hsa00603	Glycosphingolipid biosynthesis - globo and isoglobo series	Glycan biosynthesis and metabolism
metabolite	G00392	hsa00603	Glycosphingolipid biosynthesis - globo and isoglobo series	Glycan biosynthesis and metabolism
metabolite	G00403	hsa00603	Glycosphingolipid biosynthesis - globo and isoglobo series	Glycan biosynthesis and metabolism
metabolite	G02977	hsa00603	Glycosphingolipid biosynthesis - globo and isoglobo series	Glycan biosynthesis and metabolism
metabolite	G11492	hsa00603	Glycosphingolipid biosynthesis - globo and isoglobo series	Glycan biosynthesis and metabolism
metabolite	G13080	hsa00603	Glycosphingolipid biosynthesis - globo and isoglobo series	Glycan biosynthesis and metabolism
metabolite	G13081	hsa00603	Glycosphingolipid biosynthesis - globo and isoglobo series	Glycan biosynthesis and metabolism
metabolite	G00092	hsa00604	Glycosphingolipid biosynthesis - ganglio series	Glycan biosynthesis and metabolism
metabolite	G00108	hsa00604	Glycosphingolipid biosynthesis - ganglio series	Glycan biosynthesis and metabolism
metabolite	G00109	hsa00604	Glycosphingolipid biosynthesis - ganglio series	Glycan biosynthesis and metabolism
metabolite	G00110	hsa00604	Glycosphingolipid biosynthesis - ganglio series	Glycan biosynthesis and metabolism
metabolite	G00111	hsa00604	Glycosphingolipid biosynthesis - ganglio series	Glycan biosynthesis and metabolism
metabolite	G00112	hsa00604	Glycosphingolipid biosynthesis - ganglio series	Glycan biosynthesis and metabolism
metabolite	G00113	hsa00604	Glycosphingolipid biosynthesis - ganglio series	Glycan biosynthesis and metabolism
metabolite	G00114	hsa00604	Glycosphingolipid biosynthesis - ganglio series	Glycan biosynthesis and metabolism
metabolite	G00115	hsa00604	Glycosphingolipid biosynthesis - ganglio series	Glycan biosynthesis and metabolism
metabolite	G00116	hsa00604	Glycosphingolipid biosynthesis - ganglio series	Glycan biosynthesis and metabolism
metabolite	G00117	hsa00604	Glycosphingolipid biosynthesis - ganglio series	Glycan biosynthesis and metabolism
metabolite	G00118	hsa00604	Glycosphingolipid biosynthesis - ganglio series	Glycan biosynthesis and metabolism
metabolite	G00119	hsa00604	Glycosphingolipid biosynthesis - ganglio series	Glycan biosynthesis and metabolism
metabolite	G00120	hsa00604	Glycosphingolipid biosynthesis - ganglio series	Glycan biosynthesis and metabolism
metabolite	G00121	hsa00604	Glycosphingolipid biosynthesis - ganglio series	Glycan biosynthesis and metabolism
metabolite	G00122	hsa00604	Glycosphingolipid biosynthesis - ganglio series	Glycan biosynthesis and metabolism
metabolite	G00123	hsa00604	Glycosphingolipid biosynthesis - ganglio series	Glycan biosynthesis and metabolism
metabolite	G00124	hsa00604	Glycosphingolipid biosynthesis - ganglio series	Glycan biosynthesis and metabolism
metabolite	G00125	hsa00604	Glycosphingolipid biosynthesis - ganglio series	Glycan biosynthesis and metabolism
metabolite	G00126	hsa00604	Glycosphingolipid biosynthesis - ganglio series	Glycan biosynthesis and metabolism
metabolite	G00127	hsa00604	Glycosphingolipid biosynthesis - ganglio series	Glycan biosynthesis and metabolism
metabolite	G00128	hsa00604	Glycosphingolipid biosynthesis - ganglio series	Glycan biosynthesis and metabolism
metabolite	G00129	hsa00604	Glycosphingolipid biosynthesis - ganglio series	Glycan biosynthesis and metabolism
metabolite	G00130	hsa00604	Glycosphingolipid biosynthesis - ganglio series	Glycan biosynthesis and metabolism
metabolite	G00131	hsa00604	Glycosphingolipid biosynthesis - ganglio series	Glycan biosynthesis and metabolism
metabolite	G00132	hsa00604	Glycosphingolipid biosynthesis - ganglio series	Glycan biosynthesis and metabolism
metabolite	G00166	hsa00604	Glycosphingolipid biosynthesis - ganglio series	Glycan biosynthesis and metabolism
metabolite	G00167	hsa00604	Glycosphingolipid biosynthesis - ganglio series	Glycan biosynthesis and metabolism
metabolite	G00168	hsa00604	Glycosphingolipid biosynthesis - ganglio series	Glycan biosynthesis and metabolism
metabolite	G00169	hsa00604	Glycosphingolipid biosynthesis - ganglio series	Glycan biosynthesis and metabolism
metabolite	G00170	hsa00604	Glycosphingolipid biosynthesis - ganglio series	Glycan biosynthesis and metabolism
metabolite	C00003	hsa00730	Thiamine metabolism	Metabolism of cofactors and vitamins
metabolite	C00018	hsa00730	Thiamine metabolism	Metabolism of cofactors and vitamins
metabolite	C00022	hsa00730	Thiamine metabolism	Metabolism of cofactors and vitamins
metabolite	C00037	hsa00730	Thiamine metabolism	Metabolism of cofactors and vitamins
metabolite	C00068	hsa00730	Thiamine metabolism	Metabolism of cofactors and vitamins
metabolite	C00082	hsa00730	Thiamine metabolism	Metabolism of cofactors and vitamins
metabolite	C00097	hsa00730	Thiamine metabolism	Metabolism of cofactors and vitamins
metabolite	C00118	hsa00730	Thiamine metabolism	Metabolism of cofactors and vitamins
metabolite	C00378	hsa00730	Thiamine metabolism	Metabolism of cofactors and vitamins
metabolite	C01081	hsa00730	Thiamine metabolism	Metabolism of cofactors and vitamins
metabolite	C01279	hsa00730	Thiamine metabolism	Metabolism of cofactors and vitamins
metabolite	C02892	hsa00730	Thiamine metabolism	Metabolism of cofactors and vitamins
metabolite	C03028	hsa00730	Thiamine metabolism	Metabolism of cofactors and vitamins
metabolite	C03373	hsa00730	Thiamine metabolism	Metabolism of cofactors and vitamins
metabolite	C04294	hsa00730	Thiamine metabolism	Metabolism of cofactors and vitamins
metabolite	C04327	hsa00730	Thiamine metabolism	Metabolism of cofactors and vitamins
metabolite	C04556	hsa00730	Thiamine metabolism	Metabolism of cofactors and vitamins
metabolite	C04752	hsa00730	Thiamine metabolism	Metabolism of cofactors and vitamins
metabolite	C05856	hsa00730	Thiamine metabolism	Metabolism of cofactors and vitamins
metabolite	C11437	hsa00730	Thiamine metabolism	Metabolism of cofactors and vitamins
metabolite	C15809	hsa00730	Thiamine metabolism	Metabolism of cofactors and vitamins
metabolite	C15810	hsa00730	Thiamine metabolism	Metabolism of cofactors and vitamins
metabolite	C15811	hsa00730	Thiamine metabolism	Metabolism of cofactors and vitamins
metabolite	C15812	hsa00730	Thiamine metabolism	Metabolism of cofactors and vitamins
metabolite	C15813	hsa00730	Thiamine metabolism	Metabolism of cofactors and vitamins
metabolite	C15814	hsa00730	Thiamine metabolism	Metabolism of cofactors and vitamins
metabolite	C19872	hsa00730	Thiamine metabolism	Metabolism of cofactors and vitamins
metabolite	C20246	hsa00730	Thiamine metabolism	Metabolism of cofactors and vitamins
metabolite	C20247	hsa00730	Thiamine metabolism	Metabolism of cofactors and vitamins
metabolite	C20267	hsa00730	Thiamine metabolism	Metabolism of cofactors and vitamins
metabolite	C20784	hsa00730	Thiamine metabolism	Metabolism of cofactors and vitamins
metabolite	C00016	hsa00740	Riboflavin metabolism	Metabolism of cofactors and vitamins
metabolite	C00044	hsa00740	Riboflavin metabolism	Metabolism of cofactors and vitamins
metabolite	C00061	hsa00740	Riboflavin metabolism	Metabolism of cofactors and vitamins
metabolite	C00199	hsa00740	Riboflavin metabolism	Metabolism of cofactors and vitamins
metabolite	C00235	hsa00740	Riboflavin metabolism	Metabolism of cofactors and vitamins
metabolite	C00255	hsa00740	Riboflavin metabolism	Metabolism of cofactors and vitamins
metabolite	C00474	hsa00740	Riboflavin metabolism	Metabolism of cofactors and vitamins
metabolite	C01007	hsa00740	Riboflavin metabolism	Metabolism of cofactors and vitamins
metabolite	C01268	hsa00740	Riboflavin metabolism	Metabolism of cofactors and vitamins
metabolite	C01304	hsa00740	Riboflavin metabolism	Metabolism of cofactors and vitamins
metabolite	C01352	hsa00740	Riboflavin metabolism	Metabolism of cofactors and vitamins
metabolite	C01390	hsa00740	Riboflavin metabolism	Metabolism of cofactors and vitamins
metabolite	C01727	hsa00740	Riboflavin metabolism	Metabolism of cofactors and vitamins
metabolite	C01847	hsa00740	Riboflavin metabolism	Metabolism of cofactors and vitamins
metabolite	C03114	hsa00740	Riboflavin metabolism	Metabolism of cofactors and vitamins
metabolite	C04332	hsa00740	Riboflavin metabolism	Metabolism of cofactors and vitamins
metabolite	C04454	hsa00740	Riboflavin metabolism	Metabolism of cofactors and vitamins
metabolite	C04732	hsa00740	Riboflavin metabolism	Metabolism of cofactors and vitamins
metabolite	C05995	hsa00740	Riboflavin metabolism	Metabolism of cofactors and vitamins
metabolite	C15556	hsa00740	Riboflavin metabolism	Metabolism of cofactors and vitamins
metabolite	C15563	hsa00740	Riboflavin metabolism	Metabolism of cofactors and vitamins
metabolite	C18910	hsa00740	Riboflavin metabolism	Metabolism of cofactors and vitamins
metabolite	C21214	hsa00740	Riboflavin metabolism	Metabolism of cofactors and vitamins
metabolite	C21215	hsa00740	Riboflavin metabolism	Metabolism of cofactors and vitamins
metabolite	C00018	hsa00750	Vitamin B6 metabolism	Metabolism of cofactors and vitamins
metabolite	C00064	hsa00750	Vitamin B6 metabolism	Metabolism of cofactors and vitamins
metabolite	C00117	hsa00750	Vitamin B6 metabolism	Metabolism of cofactors and vitamins
metabolite	C00118	hsa00750	Vitamin B6 metabolism	Metabolism of cofactors and vitamins
metabolite	C00232	hsa00750	Vitamin B6 metabolism	Metabolism of cofactors and vitamins
metabolite	C00250	hsa00750	Vitamin B6 metabolism	Metabolism of cofactors and vitamins
metabolite	C00266	hsa00750	Vitamin B6 metabolism	Metabolism of cofactors and vitamins
metabolite	C00279	hsa00750	Vitamin B6 metabolism	Metabolism of cofactors and vitamins
metabolite	C00314	hsa00750	Vitamin B6 metabolism	Metabolism of cofactors and vitamins
metabolite	C00534	hsa00750	Vitamin B6 metabolism	Metabolism of cofactors and vitamins
metabolite	C00627	hsa00750	Vitamin B6 metabolism	Metabolism of cofactors and vitamins
metabolite	C00647	hsa00750	Vitamin B6 metabolism	Metabolism of cofactors and vitamins
metabolite	C00847	hsa00750	Vitamin B6 metabolism	Metabolism of cofactors and vitamins
metabolite	C00971	hsa00750	Vitamin B6 metabolism	Metabolism of cofactors and vitamins
metabolite	C01215	hsa00750	Vitamin B6 metabolism	Metabolism of cofactors and vitamins
metabolite	C01270	hsa00750	Vitamin B6 metabolism	Metabolism of cofactors and vitamins
metabolite	C03393	hsa00750	Vitamin B6 metabolism	Metabolism of cofactors and vitamins
